schema_name,table_name,ordinal_position,column_name,data_type,is_nullable,column_default,primary_key_name,is_primary_key,foreign_key_name,referenced_schema,referenced_table,referenced_column,column_description,table_description
ipa,ipa,57,education_provision_cost,"numeric(19,2)",YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,58,expected_destination_after_placement,character varying(120),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,59,expected_destination_other_text,character varying(3000),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,60,outcomes_of_placement,character varying(3000),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,61,foster_enabled,boolean,YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,62,foster_primary_full_name,character varying(150),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,63,foster_primary_age_years,integer,YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,64,foster_primary_language_spoken,character varying(80),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,65,foster_primary_gender,character varying(40),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,66,foster_primary_ethnicity,character varying(100),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,67,foster_primary_religion,character varying(80),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,68,foster_primary_phone,character varying(20),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,69,foster_primary_email,character varying(200),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,70,foster_primary_approval_date,date,YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,71,foster_primary_approval_details,character varying(3000),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,72,foster_additional_exists,boolean,YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,73,foster_additional_full_name,character varying(150),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,74,foster_additional_age_years,integer,YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,75,foster_additional_language_spoken,character varying(80),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,76,foster_additional_gender,character varying(40),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,77,foster_additional_ethnicity,character varying(100),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,78,foster_additional_religion,character varying(80),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,79,foster_additional_phone,character varying(20),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,80,foster_additional_email,character varying(200),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,81,foster_additional_approval_date,date,YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,82,foster_additional_approval_details,character varying(3000),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,83,foster_home_addr_line1,character varying(200),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,84,foster_home_addr_town,character varying(100),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,85,foster_home_addr_postcode,character varying(20),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,86,foster_home_has_pets,boolean,YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,87,foster_transport_can_provide_for_school,character varying(255),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,88,foster_vehicle_details,character varying(300),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,89,foster_safeguarding_reviewed,boolean,YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,90,social_worker_full_name,character varying(150),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,91,social_worker_phone,character varying(20),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,92,social_worker_email,character varying(200),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,93,health_contact_full_name,character varying(150),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,94,health_contact_organisation_name,character varying(300),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,95,health_contact_phone,character varying(20),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,96,health_contact_email,character varying(200),YES,NULL,,NO,,,,,NULL,NULL
