schema_name,table_name,ordinal_position,column_name,data_type,is_nullable,column_default,primary_key_name,is_primary_key,foreign_key_name,referenced_schema,referenced_table,referenced_column,column_description,table_description
ipa,additional_fee,4,fee_type,character varying(200),NO,NULL,,NO,,,,,NULL,NULL
ipa,additional_fee,5,one_off_fee,"numeric(19,2)",YES,NULL,,NO,,,,,NULL,NULL
ipa,additional_fee,6,total,"numeric(19,2)",YES,NULL,,NO,,,,,NULL,NULL
ipa,additional_fee,7,review_date,date,YES,NULL,,NO,,,,,NULL,NULL
ipa,additional_fee,8,end_date,date,YES,NULL,,NO,,,,,NULL,NULL
ipa,additional_fee,9,created_at,timestamp with time zone,NO,NULL,,NO,,,,,NULL,NULL
ipa,additional_fee,10,updated_at,timestamp with time zone,YES,NULL,,NO,,,,,NULL,NULL
ipa,additional_fee,11,hours_per_week,"numeric(19,2)",YES,0,,NO,,,,,NULL,NULL
ipa,additional_fee,12,weekly_total,"numeric(19,2)",YES,0,,NO,,,,,NULL,NULL
ipa,ipa,1,ipa_id,uuid,NO,NULL,ipa_pkey,YES,,,,,NULL,NULL
ipa,ipa,2,offer_id,uuid,NO,NULL,,NO,fk_ipa_offer,offer,offer,offer_id,NULL,NULL
ipa,ipa,3,referral_id,uuid,NO,NULL,,NO,fk_ipa_referral,referral,referral,referral_id,NULL,NULL
ipa,ipa,4,child_full_name,character varying(150),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,5,child_known_as,character varying(150),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,6,child_date_of_birth,date,YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,7,child_age_years,integer,YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,8,child_gender,character varying(40),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,9,child_ethnicity,character varying(100),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,10,child_preferred_language,character varying(80),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,11,child_religion,character varying(80),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,12,child_legal_status,character varying(100),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,13,child_reference_number,character varying(50),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,14,child_support_needs,character varying(100),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,15,child_support_needs_other_text,character varying(150),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,16,la_name,character varying(150),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,17,la_addr_line1,character varying(200),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,18,la_addr_line2,character varying(200),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,19,la_addr_county,character varying(200),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,20,la_addr_town,character varying(100),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,21,la_addr_postcode,character varying(20),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,22,la_phone,character varying(20),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,23,la_email,character varying(200),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,24,provider_name,character varying(200),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,25,provider_addr_line1,character varying(200),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,26,provider_addr_town,character varying(100),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,27,provider_addr_postcode,character varying(20),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,28,provider_phone,character varying(20),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,29,provider_email,character varying(200),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,30,provider_company_registration_number,character varying(50),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,31,placement_framework_or_spot,character varying(40),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,32,placement_service_type,character varying(120),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,33,placement_category,character varying(120),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,34,placement_admission_date,date,YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,35,placement_type,character varying(120),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,36,placement_type_other_text,character varying(250),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,37,placement_needs_summary,character varying(3000),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,38,home_name,character varying(200),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,39,home_addr_line1,character varying(200),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,40,home_addr_town,character varying(100),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,41,home_addr_postcode,character varying(20),YES,NULL,,NO,,,,,NULL,NULL
ipa,ipa,42,home_phone,character varying(20),YES,NULL,,NO,,,,,NULL,NULL
