schema_name,table_name,ordinal_position,column_name,data_type,is_nullable,contract_loaded_at
,provider,28,modified_timestamp,string,true,2026-08-21 09:46:13.725346
,provider,29,qa_flag,string,true,2026-08-21 09:46:13.725346
,provider,30,qa_flag_fostering_spot,string,true,2026-08-21 09:46:13.725346
,provider,31,qa_flag_sup_acc,string,true,2026-08-21 09:46:13.725346
,provider,32,qa_flag_resi,string,true,2026-08-21 09:46:13.725346
,provider,33,export_date,string,true,2026-08-21 09:46:13.725346
,provider_education_provision,1,provider_education_provision_id,string,true,2026-08-21 09:46:13.725346
,provider_education_provision,2,provider_id,string,true,2026-08-21 09:46:13.725346
,provider_education_provision,3,provider_home_id,string,true,2026-08-21 09:46:13.725346
,provider_education_provision,4,education_privision_name,string,true,2026-08-21 09:46:13.725346
,provider_education_provision,5,education_provision_type,string,true,2026-08-21 09:46:13.725346
,provider_education_provision,6,address_line_1,string,true,2026-08-21 09:46:13.725346
,provider_education_provision,7,address_line_2,string,true,2026-08-21 09:46:13.725346
,provider_education_provision,8,town_city,string,true,2026-08-21 09:46:13.725346
,provider_education_provision,9,county,string,true,2026-08-21 09:46:13.725346
,provider_education_provision,10,postcode,string,true,2026-08-21 09:46:13.725346
,provider_home,11,home_contact_number,string,true,2026-08-21 09:46:13.725346
,provider_home,12,home_email_address,string,true,2026-08-21 09:46:13.725346
,provider_home,13,registered_manager_name,string,true,2026-08-21 09:46:13.725346
,provider_home,14,registered_manager_contact_number,string,true,2026-08-21 09:46:13.725346
,provider_home,15,registered_manager_email_address,string,true,2026-08-21 09:46:13.725346
,provider_home,16,number_of_registered_beds,string,true,2026-08-21 09:46:13.725346
,provider_home,17,regulatory_body_registration_reference,string,true,2026-08-21 09:46:13.725346
,provider_home,18,last_regulating_body_inspection_date,string,true,2026-08-21 09:46:13.725346
,provider_home,19,inspection_outcome_rating,string,true,2026-08-21 09:46:13.725346
,provider_home,20,created_by,string,true,2026-08-21 09:46:13.725346
,provider_home,21,modified_by,string,true,2026-08-21 09:46:13.725346
,provider_home,22,created_timestamp,string,true,2026-08-21 09:46:13.725346
,provider_home,23,modified_timestamp,string,true,2026-08-21 09:46:13.725346
,provider_home,24,is_spot,string,true,2026-08-21 09:46:13.725346
,provider_home,25,qa_flag,string,true,2026-08-21 09:46:13.725346
,provider_home,26,qa_flag_spot,string,true,2026-08-21 09:46:13.725346
,provider_home,27,status,string,true,2026-08-21 09:46:13.725346
,provider_home,28,export_date,string,true,2026-08-21 09:46:13.725346
,provider_home_age,1,provider_home_age_id,string,true,2026-08-21 09:46:13.725346
,provider_home_age,2,provider_home_id,string,true,2026-08-21 09:46:13.725346
,provider_home_age,3,max_age,string,true,2026-08-21 09:46:13.725346
,provider_home_age,4,min_age,string,true,2026-08-21 09:46:13.725346
,provider_home_age,5,export_date,string,true,2026-08-21 09:46:13.725346
,provider_home_category,1,provider_home_category_id,string,true,2026-08-21 09:46:13.725346
,provider_home_category,2,framework_category_id,string,true,2026-08-21 09:46:13.725346
,provider_home_category,3,provider_home_id,string,true,2026-08-21 09:46:13.725346
,provider_home_category,4,export_date,string,true,2026-08-21 09:46:13.725346
,additional_fee,1,additional_fee_id,string,true,2026-08-22 17:26:29.356383
,additional_fee,2,offer_id,string,true,2026-08-22 17:26:29.356383
,additional_fee,3,fee_title,string,true,2026-08-22 17:26:29.356383
,additional_fee,4,number_of_hours,string,true,2026-08-22 17:26:29.356383
,additional_fee,5,other_fee_title,string,true,2026-08-22 17:26:29.356383
,additional_fee,6,fee_frequency,string,true,2026-08-22 17:26:29.356383
,additional_fee,7,rate,string,true,2026-08-22 17:26:29.356383
,additional_fee,8,export_date,string,true,2026-08-22 17:26:29.356383
,foster_carer,1,foster_carer_id,string,true,2026-08-22 17:26:29.356383
,foster_carer,2,offer_id,string,true,2026-08-22 17:26:29.356383
,foster_carer,3,is_primary_carer,string,true,2026-08-22 17:26:29.356383
,foster_carer,4,full_name,string,true,2026-08-22 17:26:29.356383
,foster_carer,5,age,string,true,2026-08-22 17:26:29.356383
,foster_carer,6,language_code,string,true,2026-08-22 17:26:29.356383
,foster_carer,7,language_other,string,true,2026-08-22 17:26:29.356383
,foster_carer,8,gender_code,string,true,2026-08-22 17:26:29.356383
,foster_carer,9,gender_other,string,true,2026-08-22 17:26:29.356383
,foster_carer,10,ethnicity_code,string,true,2026-08-22 17:26:29.356383
,foster_carer,11,ethnicity_other,string,true,2026-08-22 17:26:29.356383
,foster_carer,12,religion_code,string,true,2026-08-22 17:26:29.356383
,foster_carer,13,religion_other,string,true,2026-08-22 17:26:29.356383
,foster_carer,14,phone_number,string,true,2026-08-22 17:26:29.356383
,foster_carer,15,email_address,string,true,2026-08-22 17:26:29.356383
,foster_carer,16,date_of_approval,string,true,2026-08-22 17:26:29.356383
,foster_carer,17,approval_details,string,true,2026-08-22 17:26:29.356383
,foster_carer,18,export_date,string,true,2026-08-22 17:26:29.356383
,foster_home,1,foster_home_id,string,true,2026-08-22 17:26:29.356383
,foster_home,2,offer_id,string,true,2026-08-22 17:26:29.356383
,foster_home,3,address_line1,string,true,2026-08-22 17:26:29.356383
,foster_home,4,address_line2,string,true,2026-08-22 17:26:29.356383
,foster_home,5,town_or_city,string,true,2026-08-22 17:26:29.356383
,foster_home,6,county,string,true,2026-08-22 17:26:29.356383
,foster_home,7,postcode,string,true,2026-08-22 17:26:29.356383
,foster_home,8,has_pets,string,true,2026-08-22 17:26:29.356383
,foster_home,9,pets_details,string,true,2026-08-22 17:26:29.356383
,foster_home,10,export_date,string,true,2026-08-22 17:26:29.356383
,foster_transport,1,foster_transport_id,string,true,2026-08-22 17:26:29.356383
,foster_transport,2,offer_id,string,true,2026-08-22 17:26:29.356383
,foster_transport,3,school_transport_provision,string,true,2026-08-22 17:26:29.356383
,foster_transport,4,school_transport_details,string,true,2026-08-22 17:26:29.356383
,foster_transport,5,family_transport_provision,string,true,2026-08-22 17:26:29.356383
,foster_transport,6,family_transport_details,string,true,2026-08-22 17:26:29.356383
,foster_transport,7,export_date,string,true,2026-08-22 17:26:29.356383
,framework,1,framework_code,string,true,2026-08-22 17:26:29.356383
,framework,2,framework_name,string,true,2026-08-22 17:26:29.356383
,framework,3,start_date,string,true,2026-08-22 17:26:29.356383
,framework,4,end_date,string,true,2026-08-22 17:26:29.356383
,framework,5,placement_type,string,true,2026-08-22 17:26:29.356383
,framework,6,export_date,string,true,2026-08-22 17:26:29.356383
,framework_category,1,framework_category_id,string,true,2026-08-22 17:26:29.356383
,framework_category,2,category_name,string,true,2026-08-22 17:26:29.356383
,framework_category,3,framework_code,string,true,2026-08-22 17:26:29.356383
,framework_category,4,export_date,string,true,2026-08-22 17:26:29.356383
,holding_company,1,holding_company_id,string,true,2026-08-22 17:26:29.356383
,holding_company,2,company_name,string,true,2026-08-22 17:26:29.356383
,holding_company,3,address_line_1,string,true,2026-08-22 17:26:29.356383
,holding_company,4,address_line_2,string,true,2026-08-22 17:26:29.356383
,holding_company,5,town_city,string,true,2026-08-22 17:26:29.356383
,holding_company,6,county,string,true,2026-08-22 17:26:29.356383
,holding_company,7,postcode,string,true,2026-08-22 17:26:29.356383
,holding_company,8,country,string,true,2026-08-22 17:26:29.356383
,holding_company,9,company_phone_number,string,true,2026-08-22 17:26:29.356383
,holding_company,10,company_email_address,string,true,2026-08-22 17:26:29.356383
,holding_company,11,contact_person_name,string,true,2026-08-22 17:26:29.356383
,holding_company,12,contact_person_phone_number,string,true,2026-08-22 17:26:29.356383
,holding_company,13,contact_person_email_address,string,true,2026-08-22 17:26:29.356383
,holding_company,14,companies_house_details,string,true,2026-08-22 17:26:29.356383
,holding_company,15,export_date,string,true,2026-08-22 17:26:29.356383
,ipa,1,ipa_id,string,true,2026-08-22 17:26:29.356383
,ipa,2,offer_id,string,true,2026-08-22 17:26:29.356383
,ipa,3,referral_id,string,true,2026-08-22 17:26:29.356383
,ipa,4,provider_id,string,true,2026-08-22 17:26:29.356383
,ipa,5,la_name,string,true,2026-08-22 17:26:29.356383
,ipa,6,la_addr_line1,string,true,2026-08-22 17:26:29.356383
,ipa,7,la_addr_line2,string,true,2026-08-22 17:26:29.356383
,ipa,8,la_addr_county,string,true,2026-08-22 17:26:29.356383
,ipa,9,la_addr_town,string,true,2026-08-22 17:26:29.356383
,ipa,10,la_addr_postcode,string,true,2026-08-22 17:26:29.356383
,ipa,11,la_phone,string,true,2026-08-22 17:26:29.356383
,ipa,12,la_email,string,true,2026-08-22 17:26:29.356383
,ipa,13,provider_name,string,true,2026-08-22 17:26:29.356383
,ipa,14,provider_addr_line1,string,true,2026-08-22 17:26:29.356383
,ipa,15,provider_addr_line2,string,true,2026-08-22 17:26:29.356383
,ipa,16,provider_addr_county,string,true,2026-08-22 17:26:29.356383
,ipa,17,provider_addr_town,string,true,2026-08-22 17:26:29.356383
,ipa,18,provider_addr_postcode,string,true,2026-08-22 17:26:29.356383
,ipa,19,provider_phone,string,true,2026-08-22 17:26:29.356383
,ipa,20,provider_email,string,true,2026-08-22 17:26:29.356383
,ipa,21,provider_company_registration_number,string,true,2026-08-22 17:26:29.356383
,ipa,22,placement_framework_or_spot,string,true,2026-08-22 17:26:29.356383
,ipa,23,placement_service_type,string,true,2026-08-22 17:26:29.356383
,ipa,24,placement_category,string,true,2026-08-22 17:26:29.356383
,ipa,25,placement_admission_date,string,true,2026-08-22 17:26:29.356383
,ipa,26,placement_type,string,true,2026-08-22 17:26:29.356383
,ipa,27,placement_type_other_text,string,true,2026-08-22 17:26:29.356383
,ipa,28,placement_needs_summary,string,true,2026-08-22 17:26:29.356383
,ipa,29,home_name,string,true,2026-08-22 17:26:29.356383
,ipa,30,home_addr_line1,string,true,2026-08-22 17:26:29.356383
,ipa,31,home_addr_line2,string,true,2026-08-22 17:26:29.356383
,ipa,32,home_addr_county,string,true,2026-08-22 17:26:29.356383
,ipa,33,home_addr_town,string,true,2026-08-22 17:26:29.356383
,ipa,34,home_addr_postcode,string,true,2026-08-22 17:26:29.356383
,ipa,35,home_phone,string,true,2026-08-22 17:26:29.356383
,ipa,36,home_email,string,true,2026-08-22 17:26:29.356383
,ipa,37,registered_manager_name,string,true,2026-08-22 17:26:29.356383
,ipa,38,registered_manager_phone,string,true,2026-08-22 17:26:29.356383
,ipa,39,registered_manager_email,string,true,2026-08-22 17:26:29.356383
,ipa,40,registered_manager_registration_number,string,true,2026-08-22 17:26:29.356383
,ipa,41,provider_urn,string,true,2026-08-22 17:26:29.356383
,ipa,42,education_included_with_referral,string,true,2026-08-22 17:26:29.356383
,ipa,43,education_provision_name,string,true,2026-08-22 17:26:29.356383
,ipa,44,education_addr_line1,string,true,2026-08-22 17:26:29.356383
,ipa,45,education_addr_line2,string,true,2026-08-22 17:26:29.356383
,ipa,46,education_addr_county,string,true,2026-08-22 17:26:29.356383
,ipa,47,education_addr_town,string,true,2026-08-22 17:26:29.356383
,ipa,48,education_addr_postcode,string,true,2026-08-22 17:26:29.356383
,ipa,49,education_location,string,true,2026-08-22 17:26:29.356383
,ipa,50,education_length_weeks,string,true,2026-08-22 17:26:29.356383
,ipa,51,education_provision_cost,string,true,2026-08-22 17:26:29.356383
,ipa,52,costs_total_weekly_fee,string,true,2026-08-22 17:26:29.356383
,ipa,53,costs_total_core_costs_weekly_fee,string,true,2026-08-22 17:26:29.356383
,ipa,54,core_cost_weekly_fee,string,true,2026-08-22 17:26:29.356383
,ipa,55,payment_method,string,true,2026-08-22 17:26:29.356383
,ipa,56,invoice_recipient_name,string,true,2026-08-22 17:26:29.356383
,ipa,57,invoice_recipient_team,string,true,2026-08-22 17:26:29.356383
,ipa,58,invoice_recipient_email,string,true,2026-08-22 17:26:29.356383
,ipa,59,invoice_addr_line1,string,true,2026-08-22 17:26:29.356383
,ipa,60,invoice_addr_line2,string,true,2026-08-22 17:26:29.356383
,ipa,61,invoice_addr_county,string,true,2026-08-22 17:26:29.356383
,ipa,62,invoice_addr_town,string,true,2026-08-22 17:26:29.356383
,ipa,63,invoice_addr_postcode,string,true,2026-08-22 17:26:29.356383
,ipa,64,schedule_contact_name,string,true,2026-08-22 17:26:29.356383
,ipa,65,schedule_contact_phone,string,true,2026-08-22 17:26:29.356383
,ipa,66,schedule_contact_email,string,true,2026-08-22 17:26:29.356383
,ipa,67,schedule_addr_line1,string,true,2026-08-22 17:26:29.356383
,ipa,68,schedule_addr_line2,string,true,2026-08-22 17:26:29.356383
,ipa,69,schedule_addr_county,string,true,2026-08-22 17:26:29.356383
,ipa,70,schedule_addr_town,string,true,2026-08-22 17:26:29.356383
,ipa,71,schedule_addr_postcode,string,true,2026-08-22 17:26:29.356383
,ipa,72,schedule_do_not_send_invoices_note,string,true,2026-08-22 17:26:29.356383
,ipa,73,status,string,true,2026-08-22 17:26:29.356383
,ipa,74,signed_by_local_authority,string,true,2026-08-22 17:26:29.356383
,ipa,75,signed_datetime_for_local_authority,string,true,2026-08-22 17:26:29.356383
,ipa,76,signed_by_provider,string,true,2026-08-22 17:26:29.356383
,ipa,77,signed_datetime_for_provider,string,true,2026-08-22 17:26:29.356383
,ipa,78,signed_by_local_authority_name,string,true,2026-08-22 17:26:29.356383
,ipa,79,signed_by_provider_name,string,true,2026-08-22 17:26:29.356383
,ipa,80,can_sign,string,true,2026-08-22 17:26:29.356383
,ipa,81,can_sign_name,string,true,2026-08-22 17:26:29.356383
,ipa,82,can_sign_date,string,true,2026-08-22 17:26:29.356383
,ipa,83,closed,string,true,2026-08-22 17:26:29.356383
,ipa,84,closed_datetime,string,true,2026-08-22 17:26:29.356383
,ipa,85,created_datetime,string,true,2026-08-22 17:26:29.356383
,ipa,86,created_by,string,true,2026-08-22 17:26:29.356383
,ipa,87,updated_datetime,string,true,2026-08-22 17:26:29.356383
,ipa,88,updated_by,string,true,2026-08-22 17:26:29.356383
,ipa,89,export_date,string,true,2026-08-22 17:26:29.356383
,ipa_additional_fee,1,additional_fee_id,string,true,2026-08-22 17:26:29.356383
,ipa_additional_fee,2,ipa_id,string,true,2026-08-22 17:26:29.356383
,ipa_additional_fee,3,title,string,true,2026-08-22 17:26:29.356383
,ipa_additional_fee,4,fee_type,string,true,2026-08-22 17:26:29.356383
,ipa_additional_fee,5,one_off_fee,string,true,2026-08-22 17:26:29.356383
,ipa_additional_fee,6,total,string,true,2026-08-22 17:26:29.356383
,ipa_additional_fee,7,review_date,string,true,2026-08-22 17:26:29.356383
,ipa_additional_fee,8,end_date,string,true,2026-08-22 17:26:29.356383
,ipa_additional_fee,9,created_at,string,true,2026-08-22 17:26:29.356383
,ipa_additional_fee,10,updated_at,string,true,2026-08-22 17:26:29.356383
,ipa_additional_fee,11,export_date,string,true,2026-08-22 17:26:29.356383
,ipa_child,1,ipa_child_id,string,true,2026-08-22 17:26:29.356383
,ipa_child,2,ipa_id,string,true,2026-08-22 17:26:29.356383
,ipa_child,3,child_full_name,string,true,2026-08-22 17:26:29.356383
,ipa_child,4,child_known_as,string,true,2026-08-22 17:26:29.356383
,ipa_child,5,child_date_of_birth,string,true,2026-08-22 17:26:29.356383
,ipa_child,6,child_age_years,string,true,2026-08-22 17:26:29.356383
,ipa_child,7,child_gender,string,true,2026-08-22 17:26:29.356383
,ipa_child,8,child_ethnicity,string,true,2026-08-22 17:26:29.356383
,ipa_child,9,child_preferred_language,string,true,2026-08-22 17:26:29.356383
,ipa_child,10,child_religion,string,true,2026-08-22 17:26:29.356383
,ipa_child,11,child_legal_status,string,true,2026-08-22 17:26:29.356383
,ipa_child,12,child_reference_number,string,true,2026-08-22 17:26:29.356383
,ipa_child,13,child_support_needs_other_text,string,true,2026-08-22 17:26:29.356383
,ipa_child,14,expected_destination_after_placement,string,true,2026-08-22 17:26:29.356383
,ipa_child,15,expected_destination_other_text,string,true,2026-08-22 17:26:29.356383
,ipa_child,16,export_date,string,true,2026-08-22 17:26:29.356383
,ipa_child_support_needs,1,ipa_child_id,string,true,2026-08-22 17:26:29.356383
,ipa_child_support_needs,2,support_need,string,true,2026-08-22 17:26:29.356383
,ipa_child_support_needs,3,export_date,string,true,2026-08-22 17:26:29.356383
,mlv_additional_fee,1,additional_fee_id,string,true,2026-08-22 17:26:29.356383
,mlv_additional_fee,2,offer_id,string,true,2026-08-22 17:26:29.356383
,mlv_additional_fee,3,fee_title,string,true,2026-08-22 17:26:29.356383
,mlv_additional_fee,4,number_of_hours,double,true,2026-08-22 17:26:29.356383
,mlv_additional_fee,5,other_fee_title,string,true,2026-08-22 17:26:29.356383
,mlv_additional_fee,6,fee_frequency,string,true,2026-08-22 17:26:29.356383
,mlv_additional_fee,7,rate,double,true,2026-08-22 17:26:29.356383
,mlv_additional_fee,8,export_date,date,true,2026-08-22 17:26:29.356383
,offer,1,offer_id,string,true,2026-08-22 17:26:29.356383
,offer,2,referral_provider_id,string,true,2026-08-22 17:26:29.356383
,offer,3,id_number,string,true,2026-08-22 17:26:29.356383
,offer,4,estimated_start_date,string,true,2026-08-22 17:26:29.356383
,offer,5,core_weekly_fee,string,true,2026-08-22 17:26:29.356383
,offer,6,includes_education,string,true,2026-08-22 17:26:29.356383
,offer,7,child_summary_needs,string,true,2026-08-22 17:26:29.356383
,offer,8,offer_date,string,true,2026-08-22 17:26:29.356383
,offer,9,last_modified_date,string,true,2026-08-22 17:26:29.356383
,offer,10,decline_reason,string,true,2026-08-22 17:26:29.356383
,offer,11,decline_reason_other,string,true,2026-08-22 17:26:29.356383
,offer,12,can_edit_offer,string,true,2026-08-22 17:26:29.356383
,offer,13,withdraw_reason,string,true,2026-08-22 17:26:29.356383
,offer,14,withdraw_reason_other,string,true,2026-08-22 17:26:29.356383
,offer,15,offer_status,string,true,2026-08-22 17:26:29.356383
,offer,16,offer_type,string,true,2026-08-22 17:26:29.356383
,offer,17,provider_home_id,string,true,2026-08-22 17:26:29.356383
,offer,18,category,string,true,2026-08-22 17:26:29.356383
,offer,19,category_code,string,true,2026-08-22 17:26:29.356383
,offer,20,education_weekly_fee,string,true,2026-08-22 17:26:29.356383
,offer,21,export_date,string,true,2026-08-22 17:26:29.356383
,offer_updates,1,offer_update_id,string,true,2026-08-22 17:26:29.356383
,offer_updates,2,offer_id,string,true,2026-08-22 17:26:29.356383
,offer_updates,3,offer_updates_requested,string,true,2026-08-22 17:26:29.356383
,offer_updates,4,message_id,string,true,2026-08-22 17:26:29.356383
,offer_updates,5,offer_updates_requested_at,string,true,2026-08-22 17:26:29.356383
,offer_updates,6,export_date,string,true,2026-08-22 17:26:29.356383
,offer_view_history,1,offer_view_id,string,true,2026-08-22 17:26:29.356383
,offer_view_history,2,offer_id,string,true,2026-08-22 17:26:29.356383
,offer_view_history,3,offer_viewed_by,string,true,2026-08-22 17:26:29.356383
,offer_view_history,4,offer_viewed_at,string,true,2026-08-22 17:26:29.356383
,offer_view_history,5,export_date,string,true,2026-08-22 17:26:29.356383
,provider,1,provider_id,string,true,2026-08-22 17:26:29.356383
,provider,2,holding_company_id,string,true,2026-08-22 17:26:29.356383
,provider,3,provider_name,string,true,2026-08-22 17:26:29.356383
,provider,4,address_line_1,string,true,2026-08-22 17:26:29.356383
,provider,5,address_line_2,string,true,2026-08-22 17:26:29.356383
,provider,6,town_city,string,true,2026-08-22 17:26:29.356383
,provider,7,county,string,true,2026-08-22 17:26:29.356383
,provider,8,postcode,string,true,2026-08-22 17:26:29.356383
,provider,9,country,string,true,2026-08-22 17:26:29.356383
,provider,10,provider_status,string,true,2026-08-22 17:26:29.356383
,provider,11,provider_email_address,string,true,2026-08-22 17:26:29.356383
,provider,12,provider_phone_number,string,true,2026-08-22 17:26:29.356383
,provider,13,last_regulating_body_inspection_date,string,true,2026-08-22 17:26:29.356383
,provider,14,regulatory_body_registration_reference,string,true,2026-08-22 17:26:29.356383
,provider,15,inspection_outcome_rating,string,true,2026-08-22 17:26:29.356383
,provider,16,responsible_individual_name,string,true,2026-08-22 17:26:29.356383
,provider,17,responsible_individual_contact_number,string,true,2026-08-22 17:26:29.356383
,provider,18,responsible_individual_email_address,string,true,2026-08-22 17:26:29.356383
,provider,19,registrant_name,string,true,2026-08-22 17:26:29.356383
,provider,20,registrant_role,string,true,2026-08-22 17:26:29.356383
,provider,21,registrant_email_address,string,true,2026-08-22 17:26:29.356383
,provider,22,registrant_contact_number,string,true,2026-08-22 17:26:29.356383
,provider,23,companies_house_registration_reference,string,true,2026-08-22 17:26:29.356383
,provider,24,national_contract_external_link,string,true,2026-08-22 17:26:29.356383
,provider,25,created_by,string,true,2026-08-22 17:26:29.356383
,provider,26,modified_by,string,true,2026-08-22 17:26:29.356383
,provider,27,created_timestamp,string,true,2026-08-22 17:26:29.356383
,provider,28,modified_timestamp,string,true,2026-08-22 17:26:29.356383
,provider,29,qa_flag,string,true,2026-08-22 17:26:29.356383
,provider,30,qa_flag_fostering_spot,string,true,2026-08-22 17:26:29.356383
,provider,31,qa_flag_sup_acc,string,true,2026-08-22 17:26:29.356383
,provider,32,qa_flag_resi,string,true,2026-08-22 17:26:29.356383
,provider,33,export_date,string,true,2026-08-22 17:26:29.356383
,provider_education_provision,1,provider_education_provision_id,string,true,2026-08-22 17:26:29.356383
,provider_education_provision,2,provider_id,string,true,2026-08-22 17:26:29.356383
,provider_education_provision,3,provider_home_id,string,true,2026-08-22 17:26:29.356383
,provider_education_provision,4,education_privision_name,string,true,2026-08-22 17:26:29.356383
,provider_education_provision,5,education_provision_type,string,true,2026-08-22 17:26:29.356383
,provider_education_provision,6,address_line_1,string,true,2026-08-22 17:26:29.356383
,provider_education_provision,7,address_line_2,string,true,2026-08-22 17:26:29.356383
,provider_education_provision,8,town_city,string,true,2026-08-22 17:26:29.356383
,provider_education_provision,9,county,string,true,2026-08-22 17:26:29.356383
,provider_education_provision,10,postcode,string,true,2026-08-22 17:26:29.356383
,provider_education_provision,11,country,string,true,2026-08-22 17:26:29.356383
,provider_education_provision,12,contact_name,string,true,2026-08-22 17:26:29.356383
,provider_education_provision,13,contact_number,string,true,2026-08-22 17:26:29.356383
,provider_education_provision,14,contact_email_address,string,true,2026-08-22 17:26:29.356383
,provider_education_provision,15,last_regulating_body_inspection_date,string,true,2026-08-22 17:26:29.356383
,provider_education_provision,16,regulatory_body_registration_reference,string,true,2026-08-22 17:26:29.356383
,provider_education_provision,17,inspection_outcome_rating,string,true,2026-08-22 17:26:29.356383
,provider_education_provision,18,created_by,string,true,2026-08-22 17:26:29.356383
,provider_education_provision,19,updated_by,string,true,2026-08-22 17:26:29.356383
,provider_education_provision,20,created_timestamp,string,true,2026-08-22 17:26:29.356383
,provider_education_provision,21,modified_timestamp,string,true,2026-08-22 17:26:29.356383
,provider_education_provision,22,export_date,string,true,2026-08-22 17:26:29.356383
,provider_framework,1,provider_framework_id,string,true,2026-08-22 17:26:29.356383
,provider_framework,2,provider_id,string,true,2026-08-22 17:26:29.356383
,provider_framework,3,framework_code,string,true,2026-08-22 17:26:29.356383
,provider_framework,4,qa_flag,string,true,2026-08-22 17:26:29.356383
,provider_framework,5,export_date,string,true,2026-08-22 17:26:29.356383
,provider_home,1,provider_home_id,string,true,2026-08-22 17:26:29.356383
,provider_home,2,provider_id,string,true,2026-08-22 17:26:29.356383
,provider_home,3,service_type,string,true,2026-08-22 17:26:29.356383
,provider_home,4,home_name,string,true,2026-08-22 17:26:29.356383
,provider_home,5,address_line_1,string,true,2026-08-22 17:26:29.356383
,provider_home,6,address_line_2,string,true,2026-08-22 17:26:29.356383
,provider_home,7,town_city,string,true,2026-08-22 17:26:29.356383
,provider_home,8,county,string,true,2026-08-22 17:26:29.356383
,provider_home,9,postcode,string,true,2026-08-22 17:26:29.356383
,provider_home,10,country,string,true,2026-08-22 17:26:29.356383
,provider_home,11,home_contact_number,string,true,2026-08-22 17:26:29.356383
,provider_home,12,home_email_address,string,true,2026-08-22 17:26:29.356383
,provider_home,13,registered_manager_name,string,true,2026-08-22 17:26:29.356383
,provider_home,14,registered_manager_contact_number,string,true,2026-08-22 17:26:29.356383
,provider_home,15,registered_manager_email_address,string,true,2026-08-22 17:26:29.356383
,provider_home,16,number_of_registered_beds,string,true,2026-08-22 17:26:29.356383
,provider_home,17,regulatory_body_registration_reference,string,true,2026-08-22 17:26:29.356383
,provider_home,18,last_regulating_body_inspection_date,string,true,2026-08-22 17:26:29.356383
,provider_home,19,inspection_outcome_rating,string,true,2026-08-22 17:26:29.356383
,provider_home,20,created_by,string,true,2026-08-22 17:26:29.356383
,provider_home,21,modified_by,string,true,2026-08-22 17:26:29.356383
,provider_home,22,created_timestamp,string,true,2026-08-22 17:26:29.356383
,provider_home,23,modified_timestamp,string,true,2026-08-22 17:26:29.356383
,provider_home,24,is_spot,string,true,2026-08-22 17:26:29.356383
,provider_home,25,qa_flag,string,true,2026-08-22 17:26:29.356383
,provider_home,26,qa_flag_spot,string,true,2026-08-22 17:26:29.356383
,provider_home,27,status,string,true,2026-08-22 17:26:29.356383
,provider_home,28,export_date,string,true,2026-08-22 17:26:29.356383
,provider_home_age,1,provider_home_age_id,string,true,2026-08-22 17:26:29.356383
,provider_home_age,2,provider_home_id,string,true,2026-08-22 17:26:29.356383
,provider_home_age,3,max_age,string,true,2026-08-22 17:26:29.356383
,provider_home_age,4,min_age,string,true,2026-08-22 17:26:29.356383
,provider_home_age,5,export_date,string,true,2026-08-22 17:26:29.356383
,provider_home_category,1,provider_home_category_id,string,true,2026-08-22 17:26:29.356383
,provider_home_category,2,framework_category_id,string,true,2026-08-22 17:26:29.356383
,provider_home_category,3,provider_home_id,string,true,2026-08-22 17:26:29.356383
,provider_home_category,4,export_date,string,true,2026-08-22 17:26:29.356383
,provider_home_gender,1,provider_home_gender_id,string,true,2026-08-22 17:26:29.356383
,provider_home_gender,2,provider_home_id,string,true,2026-08-22 17:26:29.356383
,provider_home_gender,3,supported_gender,string,true,2026-08-22 17:26:29.356383
,provider_home_gender,4,export_date,string,true,2026-08-22 17:26:29.356383
,provider_home_spot_category,1,provider_home_spot_category_id,string,true,2026-08-22 17:26:29.356383
,provider_home_spot_category,2,provider_home_id,string,true,2026-08-22 17:26:29.356383
,provider_home_spot_category,3,spot_category_code,string,true,2026-08-22 17:26:29.356383
,provider_home_spot_category,4,export_date,string,true,2026-08-22 17:26:29.356383
,provider_sic_codes,1,provider_id,string,true,2026-08-22 17:26:29.356383
,provider_sic_codes,2,sic_code,string,true,2026-08-22 17:26:29.356383
,provider_sic_codes,3,export_date,string,true,2026-08-22 17:26:29.356383
,provider_submission_docs,1,document_id,string,true,2026-08-22 17:26:29.356383
,provider_submission_docs,2,submission_id,string,true,2026-08-22 17:26:29.356383
,provider_submission_docs,3,s3_file_metadata_id,string,true,2026-08-22 17:26:29.356383
,provider_submission_docs,4,document_name,string,true,2026-08-22 17:26:29.356383
,provider_submission_docs,5,document_type,string,true,2026-08-22 17:26:29.356383
,provider_submission_docs,6,expiry_date,string,true,2026-08-22 17:26:29.356383
,provider_submission_docs,7,last_updated,string,true,2026-08-22 17:26:29.356383
,provider_submission_docs,8,next_review_date,string,true,2026-08-22 17:26:29.356383
,provider_submission_docs,9,service_type,string,true,2026-08-22 17:26:29.356383
,provider_submission_docs,10,home_id,string,true,2026-08-22 17:26:29.356383
,provider_submission_docs,11,start_date,string,true,2026-08-22 17:26:29.356383
,provider_submission_docs,12,export_date,string,true,2026-08-22 17:26:29.356383
,referral,1,referral_id,string,true,2026-08-22 17:26:29.356383
,referral,2,placement_type,string,true,2026-08-22 17:26:29.356383
,referral,3,required_start_date,string,true,2026-08-22 17:26:29.356383
,referral,4,response_required_by_date,string,true,2026-08-22 17:26:29.356383
,referral,5,is_sibling_placement,string,true,2026-08-22 17:26:29.356383
,referral,6,sibling_count,string,true,2026-08-22 17:26:29.356383
,referral,7,is_parent_child_placement,string,true,2026-08-22 17:26:29.356383
