table_name,ordinal_position,column_name,data_type,is_nullable,column_default,primary_key_name,is_primary_key,foreign_key_name,referenced_schema,referenced_table,referenced_column,column_description,table_description
ipa,71,schedule_addr_postcode,character varying(20),YES,NULL,,NO,,,,,NULL,NULL
ipa,72,schedule_do_not_send_invoices_note,character varying(3000),YES,NULL,,NO,,,,,NULL,NULL
ipa,73,status,character varying(100),YES,NULL,,NO,,,,,NULL,NULL
ipa,74,signed_by_local_authority,boolean,NO,FALSE,,NO,,,,,NULL,NULL
ipa,75,signed_datetime_for_local_authority,timestamp without time zone,YES,NULL,,NO,,,,,NULL,NULL
ipa,76,signed_by_provider,boolean,NO,FALSE,,NO,,,,,NULL,NULL
ipa,77,signed_datetime_for_provider,timestamp without time zone,YES,NULL,,NO,,,,,NULL,NULL
ipa,78,signed_by_local_authority_name,character varying(150),YES,NULL,,NO,,,,,NULL,NULL
ipa,79,signed_by_provider_name,character varying(150),YES,NULL,,NO,,,,,NULL,NULL
ipa,80,can_sign,boolean,NO,FALSE,,NO,,,,,NULL,NULL
ipa,81,can_sign_name,character varying(150),YES,NULL,,NO,,,,,NULL,NULL
ipa,82,can_sign_date,timestamp without time zone,YES,NULL,,NO,,,,,NULL,NULL
ipa,83,closed,boolean,NO,FALSE,,NO,,,,,NULL,NULL
ipa,84,closed_datetime,timestamp without time zone,YES,NULL,,NO,,,,,NULL,NULL
ipa,85,created_datetime,timestamp without time zone,NO,NULL,,NO,,,,,NULL,NULL
ipa,86,created_by,character varying(150),YES,NULL,,NO,,,,,NULL,NULL
ipa,87,updated_datetime,timestamp without time zone,YES,NULL,,NO,,,,,NULL,NULL
ipa,88,updated_by,character varying(150),YES,NULL,,NO,,,,,NULL,NULL
ipa,89,export_date,timestamp without time zone,YES,NULL,,NO,,,,,Source export timestamp carried into Silver for lineage and point-in-time reporting,NULL
ipa_additional_fee,1,additional_fee_id,uuid,NO,generate_ulid(),additional_fee_pkey,YES,,,,,NULL,NULL
ipa_additional_fee,2,ipa_id,uuid,NO,NULL,,NO,fk_additional_fee_ipa,ipa,ipa,ipa_id,NULL,NULL
ipa_additional_fee,3,title,character varying(300),NO,NULL,,NO,,,,,NULL,NULL
ipa_additional_fee,4,fee_type,character varying(200),NO,NULL,,NO,,,,,NULL,NULL
ipa_additional_fee,5,one_off_fee,"numeric(19,2)",YES,NULL,,NO,,,,,NULL,NULL
holding_company,2,company_name,character varying(100),NO,NULL,,NO,,,,,The full name of the holding company,This entity will hold all details regarding a Holding Company
holding_company,3,address_line_1,character varying(100),NO,NULL,,NO,,,,,"This should contain the primary address information, typically the house number and street name",This entity will hold all details regarding a Holding Company
holding_company,4,address_line_2,character varying(100),YES,NULL,,NO,,,,,"This is for additional address details if necessary, such as the apartment or suite number",This entity will hold all details regarding a Holding Company
holding_company,5,town_city,character varying(100),YES,NULL,,NO,,,,,The name of the town or city,This entity will hold all details regarding a Holding Company
holding_company,6,county,character varying(100),YES,NULL,,NO,,,,,"While not always necessary, especially for larger cities, the county can be included for clarity",This entity will hold all details regarding a Holding Company
holding_company,7,postcode,character varying(20),NO,NULL,,NO,,,,,"The UK postcode is a crucial element of the address, used to identify the precise location for mail delivery.",This entity will hold all details regarding a Holding Company
holding_company,8,country,character varying(100),YES,NULL,,NO,,,,,"If the address is being used in an international context, specifying 'United Kingdom' is important.",This entity will hold all details regarding a Holding Company
holding_company,9,company_phone_number,character varying(100),NO,NULL,,NO,,,,,The main telephone number for the company,This entity will hold all details regarding a Holding Company
holding_company,10,company_email_address,character varying(100),NO,NULL,,NO,,,,,The main email address of the holding company,This entity will hold all details regarding a Holding Company
holding_company,11,contact_person_name,character varying(100),NO,NULL,,NO,,,,,The full name of the main contact at the company,This entity will hold all details regarding a Holding Company
holding_company,12,contact_person_phone_number,character varying(100),YES,NULL,,NO,,,,,The full telephone number of the main contact at the company,This entity will hold all details regarding a Holding Company
holding_company,13,contact_person_email_address,text,YES,NULL,,NO,,,,,The email address of the main contact at the company,This entity will hold all details regarding a Holding Company
holding_company,14,companies_house_details,character varying(100),NO,NULL,,NO,,,,,The unique record in companies house.,This entity will hold all details regarding a Holding Company
holding_company,15,export_date,timestamp without time zone,YES,NULL,,NO,,,,,Source export timestamp carried into Silver for lineage and point-in-time reporting,This entity will hold all details regarding a Holding Company
ipa,1,ipa_id,uuid,NO,NULL,ipa_pkey,YES,,,,,NULL,NULL
ipa,2,offer_id,uuid,NO,NULL,,NO,fk_ipa_offer,offer,offer,offer_id,NULL,NULL
ipa,3,referral_id,uuid,NO,NULL,,NO,fk_ipa_referral,referral,referral,referral_id,NULL,NULL
ipa,4,provider_id,uuid,YES,NULL,,NO,,,,,NULL,NULL
ipa,5,la_name,character varying(150),YES,NULL,,NO,,,,,NULL,NULL
ipa,6,la_addr_line1,character varying(200),YES,NULL,,NO,,,,,NULL,NULL
ipa,7,la_addr_line2,character varying(200),YES,NULL,,NO,,,,,NULL,NULL
ipa,8,la_addr_county,character varying(200),YES,NULL,,NO,,,,,NULL,NULL
ipa,9,la_addr_town,character varying(100),YES,NULL,,NO,,,,,NULL,NULL
ipa,10,la_addr_postcode,character varying(20),YES,NULL,,NO,,,,,NULL,NULL
ipa,11,la_phone,character varying(20),YES,NULL,,NO,,,,,NULL,NULL
ipa,12,la_email,character varying(200),YES,NULL,,NO,,,,,NULL,NULL
ipa,13,provider_name,character varying(200),YES,NULL,,NO,,,,,NULL,NULL
ipa,14,provider_addr_line1,character varying(200),YES,NULL,,NO,,,,,NULL,NULL
ipa,15,provider_addr_line2,character varying(200),YES,NULL,,NO,,,,,NULL,NULL
ipa,16,provider_addr_county,character varying(200),YES,NULL,,NO,,,,,NULL,NULL
ipa,17,provider_addr_town,character varying(100),YES,NULL,,NO,,,,,NULL,NULL
ipa,18,provider_addr_postcode,character varying(20),YES,NULL,,NO,,,,,NULL,NULL
ipa,19,provider_phone,character varying(20),YES,NULL,,NO,,,,,NULL,NULL
ipa,20,provider_email,character varying(200),YES,NULL,,NO,,,,,NULL,NULL
ipa,21,provider_company_registration_number,character varying(50),YES,NULL,,NO,,,,,NULL,NULL
ipa,22,placement_framework_or_spot,character varying(40),YES,NULL,,NO,,,,,NULL,NULL
ipa,23,placement_service_type,character varying(120),YES,NULL,,NO,,,,,NULL,NULL
ipa,24,placement_category,character varying(120),YES,NULL,,NO,,,,,NULL,NULL
ipa,25,placement_admission_date,date,YES,NULL,,NO,,,,,NULL,NULL
ipa,26,placement_type,character varying(120),YES,NULL,,NO,,,,,NULL,NULL
ipa,27,placement_type_other_text,character varying(250),YES,NULL,,NO,,,,,NULL,NULL
ipa,28,placement_needs_summary,character varying(3000),YES,NULL,,NO,,,,,NULL,NULL
ipa,29,home_name,character varying(200),YES,NULL,,NO,,,,,NULL,NULL
ipa,30,home_addr_line1,character varying(200),YES,NULL,,NO,,,,,NULL,NULL
ipa,31,home_addr_line2,character varying(200),YES,NULL,,NO,,,,,NULL,NULL
ipa,32,home_addr_county,character varying(200),YES,NULL,,NO,,,,,NULL,NULL
ipa,33,home_addr_town,character varying(100),YES,NULL,,NO,,,,,NULL,NULL
ipa,34,home_addr_postcode,character varying(20),YES,NULL,,NO,,,,,NULL,NULL
ipa,35,home_phone,character varying(20),YES,NULL,,NO,,,,,NULL,NULL
ipa,36,home_email,character varying(200),YES,NULL,,NO,,,,,NULL,NULL
