table_name,ordinal_position,column_name,data_type,is_nullable,column_default,primary_key_name,is_primary_key,foreign_key_name,referenced_schema,referenced_table,referenced_column,column_description,table_description
referral_person,2,referral_id,uuid,NO,NULL,,NO,fk_referral_person_referral,referral,referral,referral_id,NULL,NULL
referral_person,3,initials,STRING,NO,NULL,,NO,,,,,NULL,NULL
referral_person,4,age_value,integer,NO,NULL,,NO,,,,,NULL,NULL
referral_person,5,age_date_unit,character varying(200),NO,NULL,,NO,,,,,NULL,NULL
referral_person,6,has_restrictions,boolean,NO,NULL,,NO,,,,,NULL,NULL
referral_person,7,restriction_details,character varying(200),YES,NULL,,NO,,,,,NULL,NULL
referral_person,8,source_reference_id,character varying(50),NO,NULL,,NO,,,,,NULL,NULL
referral_person,9,gender,character varying(200),NO,NULL,,NO,,,,,NULL,NULL
referral_person,10,gender_other,character varying(200),YES,NULL,,NO,,,,,NULL,NULL
referral_person,11,ethnicity,character varying(200),NO,NULL,,NO,,,,,NULL,NULL
referral_person,12,ethnicity_other,character varying(200),YES,NULL,,NO,,,,,NULL,NULL
referral_person,13,religion,character varying(200),NO,NULL,,NO,,,,,NULL,NULL
referral_person,14,religion_other,character varying(200),YES,NULL,,NO,,,,,NULL,NULL
referral_person,15,preferred_language,character varying(200),NO,NULL,,NO,,,,,NULL,NULL
referral_person,16,preferred_language_other,character varying(200),YES,NULL,,NO,,,,,NULL,NULL
referral_person,17,child_index,integer,NO,NULL,,NO,,,,,NULL,NULL
referral_person,18,export_date,timestamp without time zone,YES,NULL,,NO,,,,,Source export timestamp carried into Silver for lineage and point-in-time reporting,NULL
referral_person_support_needs,1,person_id,string,YES,NULL,,NO,,,,,,
referral_person_support_needs,2,support_need,string,YES,NULL,,NO,,,,,,
referral_person_support_needs,3,export_date,string,YES,NULL,,NO,,,,,,
referral_provider,1,referral_provider_id,uuid,NO,NULL,pk_referral_provider,YES,,,,,NULL,Mapping table for referrals to providers
referral_provider,2,referral_id,uuid,NO,NULL,,NO,fk_referral_provider_referral,referral,referral,referral_id,FK - Unique ID of the Referral,Mapping table for referrals to providers
referral_provider,3,provider_id,uuid,NO,NULL,,NO,fk_referral_provider_provider,provider,provider,provider_id,FK - Unique ID of the Provider,Mapping table for referrals to providers
referral_provider,4,is_excluded,boolean,NO,FALSE,,NO,,,,,Flag to indicate if the provider is excluded from the referral,Mapping table for referrals to providers
referral_provider,5,is_declined,boolean,NO,FALSE,,NO,,,,,Boolean value to indicate if this Referral is currently declined by the Provider,Mapping table for referrals to providers
referral_provider,6,created_by,character varying(100),NO,NULL,,NO,,,,,The system user that created this record,Mapping table for referrals to providers
referral_provider,7,modified_by,character varying(100),YES,NULL,,NO,,,,,The system user that last modified this record,Mapping table for referrals to providers
referral_provider,8,created_date,string,YES,NULL,,NO,,,,,,
referral_provider,9,modified_date,string,YES,NULL,,NO,,,,,,
referral_provider,10,is_cancelled,boolean,NO,FALSE,,NO,,,,,NULL,Mapping table for referrals to providers
referral_provider,11,is_closed,boolean,NO,FALSE,,NO,,,,,NULL,Mapping table for referrals to providers
referral_provider,12,is_spot,boolean,NO,FALSE,,NO,,,,,NULL,Mapping table for referrals to providers
referral_provider,13,export_date,timestamp without time zone,YES,NULL,,NO,,,,,Source export timestamp carried into Silver for lineage and point-in-time reporting,Mapping table for referrals to providers
referral_provider_cancel_reason,1,cancel_reason_id,bigint,NO,nextval('referral.referral_provider_cancel_reason_cancel_reason_id_seq'::regclass),pk_referral_provider_cancel_reason,YES,,,,,Autogenerated Primary Key,This entity holds all reasons submitted by a provider for cancelling a referral
referral_provider_cancel_reason,2,referral_provider_id,uuid,NO,NULL,,NO,fk_referral_provider_cancel_reason_referral_provider,referral,referral_provider,referral_provider_id,Foreign Key to Referral Provider Table,This entity holds all reasons submitted by a provider for cancelling a referral
referral_provider_cancel_reason,3,cancel_reason,character varying(9),NO,NULL,,NO,,,,,Unique Code to Cancel Reason Reference Data,This entity holds all reasons submitted by a provider for cancelling a referral
referral_provider_cancel_reason,4,cancel_reason_other_text,character varying(100),YES,NULL,,NO,,,,,"Free text field for cancelled reason

Only populated when Reference Code is ""OTHER?""",This entity holds all reasons submitted by a provider for cancelling a referral
referral_provider_cancel_reason,5,created_by,character varying(100),NO,NULL,,NO,,,,,This field holds the system user name of the user that provided the cancel reason,This entity holds all reasons submitted by a provider for cancelling a referral
referral_provider_cancel_reason,6,created_date,timestamp without time zone,NO,now(),,NO,,,,,The timestamp when the cancel reason was added,This entity holds all reasons submitted by a provider for cancelling a referral
referral_provider_cancel_reason,7,export_date,timestamp without time zone,YES,NULL,,NO,,,,,Source export timestamp carried into Silver for lineage and point-in-time reporting,This entity holds all reasons submitted by a provider for cancelling a referral
referral_provider_decline_reason,1,decline_reason_id,bigint,NO,nextval('referral.referral_provider_decline_reason_decline_reason_id_seq'::regclass),pk_referral_provider_decline_reason,YES,,,,,Autogenerated Primary Key,This entity holds all reasons submitted by a provider for declining a referral
referral_provider_decline_reason,2,referral_provider_id,uuid,NO,NULL,,NO,fk_referral_provider_decline_reason_referral_provider,referral,referral_provider,referral_provider_id,Foreign Key to Referral Provider Table,This entity holds all reasons submitted by a provider for declining a referral
referral_provider_decline_reason,3,decline_reason,character varying(9),NO,NULL,,NO,,,,,Unique Code to Decline Reason Reference Data,This entity holds all reasons submitted by a provider for declining a referral
referral_provider_decline_reason,4,decline_reason_other_text,character varying(100),YES,NULL,,NO,,,,,"Free text field for declined reason

Only populated when Reference Code is ""OTHER?""",This entity holds all reasons submitted by a provider for declining a referral
referral_provider_decline_reason,5,created_by,character varying(100),NO,NULL,,NO,,,,,This field holds the system user name of the user that provided the decline reason,This entity holds all reasons submitted by a provider for declining a referral
referral_provider_decline_reason,6,created_date,timestamp without time zone,NO,now(),,NO,,,,,The timestamp when the decline reason was added,This entity holds all reasons submitted by a provider for declining a referral
referral_provider_decline_reason,7,export_date,timestamp without time zone,YES,NULL,,NO,,,,,Source export timestamp carried into Silver for lineage and point-in-time reporting,This entity holds all reasons submitted by a provider for declining a referral
referral_provider_message,1,message_id,uuid,NO,NULL,pk_referral_provider_message,YES,,,,,Auto Generated Unique ID,This entity will hold all messages between Providers and Placement Officers
referral_provider_message,2,referral_provider_id,uuid,NO,NULL,,NO,fk_referral_message_referral_provider,referral,referral_provider,referral_provider_id,NULL,This entity will hold all messages between Providers and Placement Officers
referral_provider_message,3,message_read_by,string,YES,NULL,,NO,,,,,,
referral_provider_message,4,message_read_timestamp,string,YES,NULL,,NO,,,,,,
referral_provider_message,5,message_text,character varying(3000),NO,NULL,,NO,,,,,This is the body of the message,This entity will hold all messages between Providers and Placement Officers
referral_provider_message,6,created_timestamp,timestamp without time zone,NO,now(),,NO,,,,,The timestamp this message was created,This entity will hold all messages between Providers and Placement Officers
referral_provider_message,7,created_by,character varying(100),NO,NULL,,NO,,,,,The system user that created the message,This entity will hold all messages between Providers and Placement Officers
referral_provider_message,8,export_date,timestamp without time zone,YES,NULL,,NO,,,,,Source export timestamp carried into Silver for lineage and point-in-time reporting,This entity will hold all messages between Providers and Placement Officers
referral_spot_category,1,referral_spot_category_id,bigint,NO,nextval('referral.referral_spot_category_referral_spot_category_id_seq'::regclass),pk_referral_spot_category,YES,,,,,NULL,Spot categories supported by the Referral
referral_spot_category,2,referral_id,uuid,NO,NULL,,NO,fk_referral_spot_category_referral,referral,referral,referral_id,FK to Referral,Spot categories supported by the Referral
referral_spot_category,3,spot_category,string,YES,NULL,,NO,,,,,,
referral_spot_category,4,export_date,timestamp without time zone,YES,NULL,,NO,,,,,Source export timestamp carried into Silver for lineage and point-in-time reporting,Spot categories supported by the Referral
supervising_social_worker,1,social_worker_id,uuid,NO,NULL,pk_supervising_social_worker,YES,,,,,NULL,NULL
supervising_social_worker,2,offer_id,uuid,NO,NULL,,NO,fk_social_worker_offer,offer,offer,offer_id,NULL,NULL
supervising_social_worker,3,full_name,character varying(255),NO,NULL,,NO,,,,,NULL,NULL
supervising_social_worker,4,phone_number,character varying(20),NO,NULL,,NO,,,,,NULL,NULL
supervising_social_worker,5,email_address,character varying(255),NO,NULL,,NO,,,,,NULL,NULL
supervising_social_worker,6,export_date,timestamp without time zone,YES,NULL,,NO,,,,,Source export timestamp carried into Silver for lineage and point-in-time reporting,NULL
provider_education_provision,11,country,character varying(100),YES,NULL,,NO,,,,,"If the address is being used in an international context, specifying 'United Kingdom' is important.",NULL
provider_education_provision,12,contact_name,character varying(100),NO,NULL,,NO,,,,,eg: Head of School,NULL
provider_education_provision,13,contact_number,character varying(100),YES,NULL,,NO,,,,,Main contact telephone number,NULL
provider_education_provision,14,contact_email_address,character varying(100),YES,NULL,,NO,,,,,Main contact email address,NULL
provider_education_provision,15,last_regulating_body_inspection_date,date,YES,NULL,,NO,,,,,Date of last full inspection by Regulating Body,NULL
provider_education_provision,16,regulatory_body_registration_reference,character varying(100),YES,NULL,,NO,,,,,Regulatory Body Registration code,NULL
provider_education_provision,17,inspection_outcome_rating,character varying(100),YES,NULL,,NO,,,,,The rating of the last inspection,NULL
provider_education_provision,18,created_by,character varying(100),NO,NULL,,NO,,,,,The system user that created this record,NULL
provider_education_provision,19,updated_by,string,YES,NULL,,NO,,,,,,
provider_education_provision,20,created_timestamp,timestamp without time zone,NO,now(),,NO,,,,,Date/Time the reocrd was created on the system,NULL
provider_education_provision,21,modified_timestamp,timestamp without time zone,YES,NULL,,NO,,,,,The date/time this record was last modified,NULL
provider_education_provision,22,export_date,timestamp without time zone,YES,NULL,,NO,,,,,Source export timestamp carried into Silver for lineage and point-in-time reporting,NULL
provider_framework,1,provider_framework_id,bigint,NO,nextval('provider.provider_framework_provider_framework_id_seq'::regclass),pk_provider_framework,YES,,,,,Auto Generated Unique Primary Key,Entity that links providers to frameworks
provider_framework,2,provider_id,uuid,NO,NULL,,NO,fk_provider_framework_provider,provider,provider,provider_id,Unique ID of the Provider,Entity that links providers to frameworks
provider_framework,3,framework_code,character varying(10),NO,NULL,,NO,fk_provider_framework_framework,framework,framework,framework_code,Unique ID of the Framework,Entity that links providers to frameworks
provider_framework,4,qa_flag,boolean,YES,FALSE,,NO,,,,,Quality Assurance flag ,Entity that links providers to frameworks
provider_framework,5,export_date,timestamp without time zone,YES,NULL,,NO,,,,,Source export timestamp carried into Silver for lineage and point-in-time reporting,Entity that links providers to frameworks
provider_home,1,provider_home_id,uuid,NO,NULL,pk_home_id,YES,,,,,Unique identifier for Home,Home entity that holds all data related to a provider home
provider_home,2,provider_id,uuid,NO,NULL,,NO,fk_home_provider,provider,provider,provider_id,Unique ID of the Provider,Home entity that holds all data related to a provider home
provider_home,3,service_type,character varying(100),NO,NULL,,NO,,,,,Residential or Supported Accomodation,Home entity that holds all data related to a provider home
provider_home,4,home_name,character varying(100),NO,NULL,,NO,,,,,The name of the Home,Home entity that holds all data related to a provider home
provider_home,5,address_line_1,character varying(100),NO,NULL,,NO,,,,,"This should contain the primary address information, typically the house number and street name",Home entity that holds all data related to a provider home
provider_home,6,address_line_2,character varying(100),YES,NULL,,NO,,,,,"This is for additional address details if necessary, such as the apartment or suite number",Home entity that holds all data related to a provider home
provider_home,7,town_city,character varying(100),YES,NULL,,NO,,,,,The name of the town or city,Home entity that holds all data related to a provider home
provider_home,8,county,character varying(100),YES,NULL,,NO,,,,,"While not always necessary, especially for larger cities, the county can be included for clarity",Home entity that holds all data related to a provider home
provider_home,9,postcode,character varying(20),NO,NULL,,NO,,,,,"The UK postcode is a crucial element of the address, used to identify the precise location for mail delivery.",Home entity that holds all data related to a provider home
provider_home,10,country,character varying(100),YES,NULL,,NO,,,,,"If the address is being used in an international context, specifying 'United Kingdom' is important.",Home entity that holds all data related to a provider home
provider_home,11,home_contact_number,character varying(100),YES,NULL,,NO,,,,,Home contact details: Phone number,Home entity that holds all data related to a provider home
provider_home,12,home_email_address,character varying(100),YES,NULL,,NO,,,,,Home contact details: Email Address,Home entity that holds all data related to a provider home
provider_home,13,registered_manager_name,character varying(100),YES,NULL,,NO,,,,,NULL,Home entity that holds all data related to a provider home
provider_home,14,registered_manager_contact_number,character varying(100),YES,NULL,,NO,,,,,NULL,Home entity that holds all data related to a provider home
provider_home,15,registered_manager_email_address,character varying(100),YES,NULL,,NO,,,,,NULL,Home entity that holds all data related to a provider home
provider_home,16,number_of_registered_beds,integer,YES,NULL,,NO,,,,,NULL,Home entity that holds all data related to a provider home
provider_home,17,regulatory_body_registration_reference,character varying(100),YES,NULL,,NO,,,,,Regulatory Body Registration code,Home entity that holds all data related to a provider home
provider_home,18,last_regulating_body_inspection_date,date,YES,NULL,,NO,,,,,Date of last full inspection by Regulating Body,Home entity that holds all data related to a provider home
provider_home,19,inspection_outcome_rating,character varying(100),YES,NULL,,NO,,,,,The rating of the last inspection,Home entity that holds all data related to a provider home
provider_home,20,created_by,character varying(100),NO,NULL,,NO,,,,,The system user that created this record,Home entity that holds all data related to a provider home
provider_home,21,modified_by,character varying(100),YES,NULL,,NO,,,,,The system user that last modified this record,Home entity that holds all data related to a provider home
provider_home,22,created_timestamp,timestamp without time zone,NO,now(),,NO,,,,,Date/Time the record was created on the system,Home entity that holds all data related to a provider home
provider_home,23,modified_timestamp,timestamp without time zone,YES,NULL,,NO,,,,,The date/time this record was last modified,Home entity that holds all data related to a provider home
provider_home,24,is_spot,boolean,NO,FALSE,,NO,,,,,NULL,Home entity that holds all data related to a provider home
provider_home,25,qa_flag,boolean,YES,FALSE,,NO,,,,,Quality Assurance flag ,Home entity that holds all data related to a provider home
provider_home,26,qa_flag_spot,boolean,YES,FALSE,,NO,,,,,Quality Assurance flag ,Home entity that holds all data related to a provider home
provider_home,27,status,string,YES,NULL,,NO,,,,,,
provider_home,28,export_date,timestamp without time zone,YES,NULL,,NO,,,,,Source export timestamp carried into Silver for lineage and point-in-time reporting,Home entity that holds all data related to a provider home
provider_home_age,1,provider_home_age_id,bigint,NO,nextval('provider.provider_home_age_provider_home_age_id_seq'::regclass),pk_provider_home_age,YES,,,,,Table Primary Key,Ages supported by a Home
provider_home_age,2,provider_home_id,uuid,NO,NULL,,NO,fk_provider_home_age_provider_home,provider,provider_home,provider_home_id,FK to Provider Home,Ages supported by a Home
provider_home_age,3,max_age,integer,YES,NULL,,NO,,,,,NULL,Ages supported by a Home
provider_home_age,4,min_age,integer,YES,NULL,,NO,,,,,NULL,Ages supported by a Home
provider_home_age,5,export_date,timestamp without time zone,YES,NULL,,NO,,,,,Source export timestamp carried into Silver for lineage and point-in-time reporting,Ages supported by a Home
provider_home_category,1,provider_home_category_id,bigint,NO,nextval('provider.provider_home_category_provider_home_category_id_seq'::regclass),pk_home_category,YES,,,,,NULL,Tihs entities links a Provider Home to a Framework Category
provider_home_category,2,framework_category_id,integer,NO,NULL,,NO,fk_provider_home_category_framework_category,framework,framework_category,framework_category_id,FK to Framework Category,Tihs entities links a Provider Home to a Framework Category
provider_home_category,3,provider_home_id,uuid,NO,NULL,,NO,fk_provider_home_category_provider_home,provider,provider_home,provider_home_id,FK to Provider Home,Tihs entities links a Provider Home to a Framework Category
provider_home_category,4,export_date,timestamp without time zone,YES,NULL,,NO,,,,,Source export timestamp carried into Silver for lineage and point-in-time reporting,Tihs entities links a Provider Home to a Framework Category
offer_updates,1,offer_update_id,uuid,NO,NULL,offer_updates_pkey,YES,,,,,NULL,NULL
offer_updates,2,offer_id,uuid,YES,NULL,,NO,offer_updates_offer_id_fkey,offer,offer,offer_id,NULL,NULL
offer_updates,3,offer_updates_requested,boolean,YES,FALSE,,NO,,,,,NULL,NULL
offer_updates,4,message_id,uuid,YES,NULL,,NO,offer_updates_message_id_fkey,referral,referral_provider_message,message_id,NULL,NULL
offer_updates,5,offer_updates_requested_at,timestamp without time zone,YES,now(),,NO,,,,,NULL,NULL
offer_updates,6,export_date,timestamp without time zone,YES,NULL,,NO,,,,,Source export timestamp carried into Silver for lineage and point-in-time reporting,NULL
offer_view_history,1,offer_view_id,uuid,NO,NULL,offer_view_history_pkey,YES,,,,,NULL,NULL
offer_view_history,2,offer_id,uuid,NO,NULL,,NO,offer_view_history_offer_id_fkey,offer,offer,offer_id,NULL,NULL
offer_view_history,3,offer_viewed_by,uuid,NO,NULL,,NO,,,,,NULL,NULL
offer_view_history,4,offer_viewed_at,timestamp without time zone,YES,now(),,NO,,,,,NULL,NULL
offer_view_history,5,export_date,timestamp without time zone,YES,NULL,,NO,,,,,Source export timestamp carried into Silver for lineage and point-in-time reporting,NULL
provider,1,provider_id,uuid,NO,NULL,pk_provider,YES,,,,,Unique ID of the Provider,This provider entity all key information regarding the provider
provider,2,holding_company_id,uuid,NO,NULL,,NO,fk_provider_holding_company,provider,holding_company,holding_company_id,Foreign Key to parent company if the provider has one,This provider entity all key information regarding the provider
provider,3,provider_name,character varying(100),NO,NULL,,NO,,,,,Full name of the provider,This provider entity all key information regarding the provider
provider,4,address_line_1,character varying(100),NO,NULL,,NO,,,,,"This should contain the primary address information, typically the house number and street name",This provider entity all key information regarding the provider
provider,5,address_line_2,character varying(100),YES,NULL,,NO,,,,,"This is for additional address details if necessary, such as the apartment or suite number",This provider entity all key information regarding the provider
provider,6,town_city,character varying(100),YES,NULL,,NO,,,,,The name of the town or city,This provider entity all key information regarding the provider
provider,7,county,character varying(100),YES,NULL,,NO,,,,,"While not always necessary, especially for larger cities, the county can be included for clarity",This provider entity all key information regarding the provider
provider,8,postcode,character varying(20),NO,NULL,,NO,,,,,"The UK postcode is a crucial element of the address, used to identify the precise location for mail delivery.",This provider entity all key information regarding the provider
provider,9,country,character varying(100),YES,NULL,,NO,,,,,"If the address is being used in an international context, specifying 'United Kingdom' is important.",This provider entity all key information regarding the provider
provider,10,provider_status,character varying(9),NO,NULL,,NO,,,,,"The current status of the provider.

Details TBA

EG:
Approved
Pending
Declined",This provider entity all key information regarding the provider
provider,11,provider_email_address,character varying(100),YES,NULL,,NO,,,,,Provider contact details: Email Address,This provider entity all key information regarding the provider
provider,12,provider_phone_number,character varying(20),YES,NULL,,NO,,,,,Provider contact details: phone number,This provider entity all key information regarding the provider
provider,13,last_regulating_body_inspection_date,date,YES,NULL,,NO,,,,,Date of last full inspection by Regulating Body,This provider entity all key information regarding the provider
provider,14,regulatory_body_registration_reference,character varying(100),YES,NULL,,NO,,,,,Regulatory Body Registration code,This provider entity all key information regarding the provider
provider,15,inspection_outcome_rating,character varying(100),YES,NULL,,NO,,,,,The rating of the last inspection,This provider entity all key information regarding the provider
provider,16,responsible_individual_name,character varying(100),YES,NULL,,NO,,,,,This is the person's full name responsible for holding the regulatory body registration,This provider entity all key information regarding the provider
provider,17,responsible_individual_contact_number,character varying(20),YES,NULL,,NO,,,,,This is the person's contact telephone number responsible for holding the regulatory body registration,This provider entity all key information regarding the provider
provider,18,responsible_individual_email_address,character varying(100),YES,NULL,,NO,,,,,This is the person's contact email address responsible for holding the regulatory body registration,This provider entity all key information regarding the provider
provider,19,registrant_name,character varying(100),YES,NULL,,NO,,,,,Individual person's full name registering the provider onto the portal,This provider entity all key information regarding the provider
provider,20,registrant_role,character varying(100),YES,NULL,,NO,,,,,Individual person's role registering the provider onto the portal,This provider entity all key information regarding the provider
provider,21,registrant_email_address,character varying(100),YES,NULL,,NO,,,,,Individual person's email address registering the provider onto the portal,This provider entity all key information regarding the provider
provider,22,registrant_contact_number,character varying(100),YES,NULL,,NO,,,,,Individual person's contact telephone registering the provider onto the portal,This provider entity all key information regarding the provider
provider,23,companies_house_registration_reference,character varying(100),YES,NULL,,NO,,,,,The unique registration code provided by companies house,This provider entity all key information regarding the provider
provider,24,national_contract_external_link,character varying(1000),YES,NULL,,NO,,,,,A web link to the national contracts held for this provider,This provider entity all key information regarding the provider
provider,25,created_by,character varying(100),NO,NULL,,NO,,,,,The system user that created this record,This provider entity all key information regarding the provider
provider,26,modified_by,character varying(100),YES,NULL,,NO,,,,,The system user that last modified this record,This provider entity all key information regarding the provider
provider,27,created_timestamp,timestamp without time zone,NO,now(),,NO,,,,,Date/Time the Provider was created on the system,This provider entity all key information regarding the provider
provider,28,modified_timestamp,timestamp without time zone,YES,NULL,,NO,,,,,The date/time this record was last modified,This provider entity all key information regarding the provider
provider,29,qa_flag,boolean,YES,FALSE,,NO,,,,,Quality Assurance flag ,This provider entity all key information regarding the provider
provider,30,qa_flag_fostering_spot,boolean,YES,FALSE,,NO,,,,,Quality Assurance flag ,This provider entity all key information regarding the provider
provider,31,qa_flag_sup_acc,boolean,YES,FALSE,,NO,,,,,Quality Assurance flag for supported accommodation,This provider entity all key information regarding the provider
provider,32,qa_flag_resi,boolean,YES,FALSE,,NO,,,,,Quality Assurance flag for residential,This provider entity all key information regarding the provider
provider,33,export_date,timestamp without time zone,YES,NULL,,NO,,,,,Source export timestamp carried into Silver for lineage and point-in-time reporting,This provider entity all key information regarding the provider
provider_education_provision,1,provider_education_provision_id,uuid,NO,NULL,pk_provider_educational_provision,YES,,,,,NULL,NULL
provider_education_provision,2,provider_id,uuid,NO,NULL,,NO,trial_provider_education_provision_provider_id,provider,provider,provider_id,NULL,NULL
provider_education_provision,3,provider_home_id,uuid,NO,NULL,,NO,fk_provider_education_provision_provider_home,provider,provider_home,provider_home_id,NULL,NULL
provider_education_provision,4,education_privision_name,character varying(100),YES,NULL,,NO,,,,,The name of the school,NULL
provider_education_provision,5,education_provision_type,character varying(100),NO,NULL,,NO,,,,,"FK to reference data - ProviderEducationProvisionType

eg:

Independent school day placement
Independent school residential
Non-maintained special school setting day placement
Non-maintained special school setting residential
Other Independent Special School
Other Independent School
Free School Special
Non-Maintained Early Year settings
Special Post 16",NULL
provider_education_provision,6,address_line_1,character varying(100),NO,NULL,,NO,,,,,"This should contain the primary address information, typically the house number and street name",NULL
provider_education_provision,7,address_line_2,character varying(100),YES,NULL,,NO,,,,,"This is for additional address details if necessary, such as the apartment or suite number",NULL
provider_education_provision,8,town_city,character varying(100),YES,NULL,,NO,,,,,The name of the town or city,NULL
provider_education_provision,9,county,character varying(100),YES,NULL,,NO,,,,,"While not always necessary, especially for larger cities, the county can be included for clarity",NULL
provider_education_provision,10,postcode,character varying(20),NO,NULL,,NO,,,,,"The UK postcode is a crucial element of the address, used to identify the precise location for mail delivery.",NULL
