source_schema,source_table,column_name,contract_data_type,data_domain,distinct_value_count,profiled_at,run_id,job_run_id
bronze,referral_person,age_date_unit,character varying(200),months,2,2026-08-22 17:19:56.837187,3b352ff4-8ed7-4ba3-986c-6e91caea0da8,
bronze,referral_person,age_date_unit,character varying(200),years,2,2026-08-22 17:19:56.837187,3b352ff4-8ed7-4ba3-986c-6e91caea0da8,
bronze,foster_carer,religion_code,character varying(9),RLGN-CHRI,3,2026-08-22 17:19:56.837187,3b352ff4-8ed7-4ba3-986c-6e91caea0da8,
bronze,foster_carer,religion_code,character varying(9),RLGN-MUSL,3,2026-08-22 17:19:56.837187,3b352ff4-8ed7-4ba3-986c-6e91caea0da8,
bronze,foster_carer,religion_code,character varying(9),RLGN-NORE,3,2026-08-22 17:19:56.837187,3b352ff4-8ed7-4ba3-986c-6e91caea0da8,
bronze,offer,offer_type,character varying(50),DRAFT,4,2026-08-22 17:19:56.837187,3b352ff4-8ed7-4ba3-986c-6e91caea0da8,
bronze,offer,offer_type,character varying(50),FOSTERING,4,2026-08-22 17:19:56.837187,3b352ff4-8ed7-4ba3-986c-6e91caea0da8,
bronze,offer,offer_type,character varying(50),RESIDENTIAL,4,2026-08-22 17:19:56.837187,3b352ff4-8ed7-4ba3-986c-6e91caea0da8,
bronze,offer,offer_type,character varying(50),SUPPORTED_ACCOMMODATION,4,2026-08-22 17:19:56.837187,3b352ff4-8ed7-4ba3-986c-6e91caea0da8,
bronze,foster_carer,language_code,character varying(9),LANG-ENGL,2,2026-08-22 17:19:56.837187,3b352ff4-8ed7-4ba3-986c-6e91caea0da8,
bronze,foster_carer,language_code,character varying(9),LANG-URDU,2,2026-08-22 17:19:56.837187,3b352ff4-8ed7-4ba3-986c-6e91caea0da8,
bronze,ipa,placement_type,character varying(120),Residential care,1,2026-08-22 17:19:56.837187,3b352ff4-8ed7-4ba3-986c-6e91caea0da8,
bronze,referral_person,gender,character varying(200),Another Gender,3,2026-08-22 17:19:56.837187,3b352ff4-8ed7-4ba3-986c-6e91caea0da8,
bronze,referral_person,gender,character varying(200),Female,3,2026-08-22 17:19:56.837187,3b352ff4-8ed7-4ba3-986c-6e91caea0da8,
bronze,referral_person,gender,character varying(200),Male,3,2026-08-22 17:19:56.837187,3b352ff4-8ed7-4ba3-986c-6e91caea0da8,
bronze,offer,offer_status,character varying(50),DRAFT,5,2026-08-22 17:19:56.837187,3b352ff4-8ed7-4ba3-986c-6e91caea0da8,
bronze,offer,offer_status,character varying(50),OFFER_MADE,5,2026-08-22 17:19:56.837187,3b352ff4-8ed7-4ba3-986c-6e91caea0da8,
bronze,offer,offer_status,character varying(50),OFFER_SUCCESSFUL,5,2026-08-22 17:19:56.837187,3b352ff4-8ed7-4ba3-986c-6e91caea0da8,
bronze,offer,offer_status,character varying(50),OFFER_WITHDRAWN,5,2026-08-22 17:19:56.837187,3b352ff4-8ed7-4ba3-986c-6e91caea0da8,
bronze,offer,offer_status,character varying(50),OFFER_UNSUCCESSFUL,5,2026-08-22 17:19:56.837187,3b352ff4-8ed7-4ba3-986c-6e91caea0da8,
bronze,framework,framework_code,character varying(10),FOST-24,3,2026-08-22 17:19:56.837187,3b352ff4-8ed7-4ba3-986c-6e91caea0da8,
bronze,framework,framework_code,character varying(10),RESI-24,3,2026-08-22 17:19:56.837187,3b352ff4-8ed7-4ba3-986c-6e91caea0da8,
bronze,framework,framework_code,character varying(10),SUPA-24,3,2026-08-22 17:19:56.837187,3b352ff4-8ed7-4ba3-986c-6e91caea0da8,
bronze,foster_carer,gender_code,character varying(9),GEND-FMLE,2,2026-08-22 17:19:56.837187,3b352ff4-8ed7-4ba3-986c-6e91caea0da8,
bronze,foster_carer,gender_code,character varying(9),GEND-MALE,2,2026-08-22 17:19:56.837187,3b352ff4-8ed7-4ba3-986c-6e91caea0da8,
bronze,ipa,schedule_addr_town,character varying(100),Birmingham,1,2026-08-22 17:19:56.837187,3b352ff4-8ed7-4ba3-986c-6e91caea0da8,
bronze,ipa_child,child_gender,character varying(40),GEND-FMLE,2,2026-08-22 17:19:56.837187,3b352ff4-8ed7-4ba3-986c-6e91caea0da8,
bronze,ipa_child,child_gender,character varying(40),GEND-MALE,2,2026-08-22 17:19:56.837187,3b352ff4-8ed7-4ba3-986c-6e91caea0da8,
bronze,ipa_child,child_known_as,character varying(150),Ashton ,1,2026-08-22 17:19:56.837187,3b352ff4-8ed7-4ba3-986c-6e91caea0da8,
bronze,ipa,invoice_addr_town,character varying(100),Birmingham,1,2026-08-22 17:19:56.837187,3b352ff4-8ed7-4ba3-986c-6e91caea0da8,
bronze,offer,category_code,character varying(100),SPT-FST-1,6,2026-08-22 17:19:56.837187,3b352ff4-8ed7-4ba3-986c-6e91caea0da8,
bronze,offer,category_code,character varying(100),SPT-FST-6,6,2026-08-22 17:19:56.837187,3b352ff4-8ed7-4ba3-986c-6e91caea0da8,
bronze,offer,category_code,character varying(100),SPT-SPA-1,6,2026-08-22 17:19:56.837187,3b352ff4-8ed7-4ba3-986c-6e91caea0da8,
bronze,offer,category_code,character varying(100),SPT-SPA-2,6,2026-08-22 17:19:56.837187,3b352ff4-8ed7-4ba3-986c-6e91caea0da8,
bronze,offer,category_code,character varying(100),SPT-SPA-3,6,2026-08-22 17:19:56.837187,3b352ff4-8ed7-4ba3-986c-6e91caea0da8,
bronze,offer,category_code,character varying(100),null,6,2026-08-22 17:19:56.837187,3b352ff4-8ed7-4ba3-986c-6e91caea0da8,
bronze,ipa,status,character varying(100),DRAFT,5,2026-08-22 17:19:56.837187,3b352ff4-8ed7-4ba3-986c-6e91caea0da8,
bronze,ipa,status,character varying(100),SIGNED,5,2026-08-22 17:19:56.837187,3b352ff4-8ed7-4ba3-986c-6e91caea0da8,
bronze,ipa,status,character varying(100),READY_FOR_SIGNATURE,5,2026-08-22 17:19:56.837187,3b352ff4-8ed7-4ba3-986c-6e91caea0da8,
bronze,ipa,status,character varying(100),SIGNED_BY_LA,5,2026-08-22 17:19:56.837187,3b352ff4-8ed7-4ba3-986c-6e91caea0da8,
bronze,ipa,status,character varying(100),SIGNED_BY_PROVIDER,5,2026-08-22 17:19:56.837187,3b352ff4-8ed7-4ba3-986c-6e91caea0da8,
bronze,ipa,payment_method,character varying(120),invoice,2,2026-08-22 17:19:56.837187,3b352ff4-8ed7-4ba3-986c-6e91caea0da8,
bronze,ipa,payment_method,character varying(120),schedule,2,2026-08-22 17:19:56.837187,3b352ff4-8ed7-4ba3-986c-6e91caea0da8,
bronze,ipa,la_addr_town,character varying(100),Uxbridge,2,2026-08-22 17:19:56.837187,3b352ff4-8ed7-4ba3-986c-6e91caea0da8,
bronze,ipa,la_addr_town,character varying(100),Birmingham,2,2026-08-22 17:19:56.837187,3b352ff4-8ed7-4ba3-986c-6e91caea0da8,
