schema_name,table_name,column_name,contract_data_type,live_data_type,validation_status
referral,referral_aud,required_start_date,date,,CONTRACTED_COLUMN_MISSING
referral,referral_aud,required_start_date_mod,boolean,,CONTRACTED_COLUMN_MISSING
referral,referral_aud,response_required_by_date,date,,CONTRACTED_COLUMN_MISSING
referral,referral_aud,response_required_by_date_mod,boolean,,CONTRACTED_COLUMN_MISSING
referral,referral_aud,rev,integer,,CONTRACTED_COLUMN_MISSING
referral,referral_aud,revtype,bigint,,CONTRACTED_COLUMN_MISSING
referral,referral_aud,status,character varying(50),,CONTRACTED_COLUMN_MISSING
referral,referral_aud,status_mod,boolean,,CONTRACTED_COLUMN_MISSING
referral,referral_category,export_date,timestamp without time zone,string,MATCH
referral,referral_category,framework_category_id,integer,string,MATCH
referral,referral_category,referral_id,uuid,string,MATCH
referral,referral_category_aud,export_date,timestamp without time zone,,CONTRACTED_COLUMN_MISSING
referral,referral_category_aud,framework_category_id,integer,,CONTRACTED_COLUMN_MISSING
referral,referral_category_aud,id,uuid,,CONTRACTED_COLUMN_MISSING
referral,referral_category_aud,referral_id,uuid,,CONTRACTED_COLUMN_MISSING
referral,referral_category_aud,rev,integer,,CONTRACTED_COLUMN_MISSING
referral,referral_category_aud,revtype,bigint,,CONTRACTED_COLUMN_MISSING
referral,referral_document,export_date,timestamp without time zone,,CONTRACTED_COLUMN_MISSING
referral,referral_document,referral_id,uuid,,CONTRACTED_COLUMN_MISSING
referral,referral_document,s3_file_metadata_id,uuid,,CONTRACTED_COLUMN_MISSING
referral,referral_document_aud,export_date,timestamp without time zone,,CONTRACTED_COLUMN_MISSING
referral,referral_document_aud,id,uuid,,CONTRACTED_COLUMN_MISSING
referral,referral_document_aud,referral_id,uuid,,CONTRACTED_COLUMN_MISSING
referral,referral_document_aud,rev,integer,,CONTRACTED_COLUMN_MISSING
referral,referral_document_aud,revtype,bigint,,CONTRACTED_COLUMN_MISSING
referral,referral_document_aud,s3_file_metadata_id,uuid,,CONTRACTED_COLUMN_MISSING
referral,referral_event_log,created_by,character varying(100),,CONTRACTED_COLUMN_MISSING
referral,referral_event_log,created_timestamp,timestamp without time zone,,CONTRACTED_COLUMN_MISSING
referral,referral_event_log,event_id,bigint,,CONTRACTED_COLUMN_MISSING
referral,referral_event_log,event_message,character varying(250),,CONTRACTED_COLUMN_MISSING
referral,referral_event_log,event_timestamp,timestamp without time zone,,CONTRACTED_COLUMN_MISSING
referral,referral_event_log,event_type,character varying(9),,CONTRACTED_COLUMN_MISSING
referral,referral_event_log,event_username,character varying(100),,CONTRACTED_COLUMN_MISSING
referral,referral_event_log,export_date,timestamp without time zone,,CONTRACTED_COLUMN_MISSING
referral,referral_event_log,referral_id,uuid,,CONTRACTED_COLUMN_MISSING
referral,referral_event_log,sequence_number,integer,,CONTRACTED_COLUMN_MISSING
referral,referral_local_authority,created_timestamp,timestamp without time zone,,CONTRACTED_COLUMN_MISSING
referral,referral_local_authority,export_date,timestamp without time zone,,CONTRACTED_COLUMN_MISSING
referral,referral_local_authority,is_referral_owner,uuid,,CONTRACTED_COLUMN_MISSING
referral,referral_local_authority,local_authority_id,uuid,,CONTRACTED_COLUMN_MISSING
referral,referral_local_authority,modified_timestamp,timestamp without time zone,,CONTRACTED_COLUMN_MISSING
referral,referral_local_authority,referral_id,uuid,,CONTRACTED_COLUMN_MISSING
referral,referral_local_authority,referral_local_authority_id,uuid,,CONTRACTED_COLUMN_MISSING
referral,referral_person,age_date_unit,character varying(200),string,MATCH
referral,referral_person,age_value,integer,string,MATCH
referral,referral_person,child_index,integer,string,MATCH
referral,referral_person,ethnicity,character varying(200),string,MATCH
referral,referral_person,ethnicity_other,character varying(200),string,MATCH
referral,referral_person,export_date,timestamp without time zone,string,MATCH
referral,referral_person,gender,character varying(200),string,MATCH
referral,referral_person,gender_other,character varying(200),string,MATCH
referral,referral_person,has_restrictions,boolean,string,MATCH
referral,referral_person,initials,STRING,string,MATCH
referral,referral_person,person_id,uuid,string,MATCH
referral,referral_person,preferred_language,character varying(200),string,MATCH
referral,referral_person,preferred_language_other,character varying(200),string,MATCH
referral,referral_person,referral_id,uuid,string,MATCH
referral,referral_person,religion,character varying(200),string,MATCH
referral,referral_person,religion_other,character varying(200),string,MATCH
referral,referral_person,restriction_details,character varying(200),string,MATCH
referral,referral_person,source_reference_id,character varying(50),string,MATCH
Bronze,referral_person_support_needs,export_date,,string,UNCONTRACTED_COLUMN_ADDED
Bronze,referral_person_support_needs,person_id,,string,UNCONTRACTED_COLUMN_ADDED
Bronze,referral_person_support_needs,support_need,,string,UNCONTRACTED_COLUMN_ADDED
referral,referral_provider,created_by,character varying(100),string,MATCH
Bronze,referral_provider,created_date,,string,UNCONTRACTED_COLUMN_ADDED
referral,referral_provider,export_date,timestamp without time zone,string,MATCH
referral,referral_provider,is_cancelled,boolean,string,MATCH
referral,referral_provider,is_closed,boolean,string,MATCH
referral,referral_provider,is_declined,boolean,string,MATCH
referral,referral_provider,is_excluded,boolean,string,MATCH
referral,referral_provider,is_spot,boolean,string,MATCH
referral,referral_provider,modified_by,character varying(100),string,MATCH
Bronze,referral_provider,modified_date,,string,UNCONTRACTED_COLUMN_ADDED
referral,referral_provider,provider_id,uuid,string,MATCH
referral,referral_provider,referral_id,uuid,string,MATCH
referral,referral_provider,referral_provider_id,uuid,string,MATCH
referral,referral_provider_cancel_reason,cancel_reason,character varying(9),string,MATCH
referral,referral_provider_cancel_reason,cancel_reason_id,bigint,string,MATCH
referral,referral_provider_cancel_reason,cancel_reason_other_text,character varying(100),string,MATCH
referral,referral_provider_cancel_reason,created_by,character varying(100),string,MATCH
referral,referral_provider_cancel_reason,created_date,timestamp without time zone,string,MATCH
referral,referral_provider_cancel_reason,export_date,timestamp without time zone,string,MATCH
referral,referral_provider_cancel_reason,referral_provider_id,uuid,string,MATCH
referral,referral_provider_decline_reason,created_by,character varying(100),string,MATCH
referral,referral_provider_decline_reason,created_date,timestamp without time zone,string,MATCH
referral,referral_provider_decline_reason,decline_reason,character varying(9),string,MATCH
referral,referral_provider_decline_reason,decline_reason_id,bigint,string,MATCH
referral,referral_provider_decline_reason,decline_reason_other_text,character varying(100),string,MATCH
referral,referral_provider_decline_reason,export_date,timestamp without time zone,string,MATCH
referral,referral_provider_decline_reason,referral_provider_id,uuid,string,MATCH
referral,referral_provider_message,created_by,character varying(100),string,MATCH
referral,referral_provider_message,created_timestamp,timestamp without time zone,string,MATCH
referral,referral_provider_message,export_date,timestamp without time zone,string,MATCH
referral,referral_provider_message,message_id,uuid,string,MATCH
Bronze,referral_provider_message,message_read_by,,string,UNCONTRACTED_COLUMN_ADDED
Bronze,referral_provider_message,message_read_timestamp,,string,UNCONTRACTED_COLUMN_ADDED
referral,referral_provider_message,message_text,character varying(3000),string,MATCH
referral,referral_provider_message,referral_provider_id,uuid,string,MATCH
referral,referral_provider_message_attachement,export_date,timestamp without time zone,,CONTRACTED_COLUMN_MISSING
referral,referral_provider_message_attachement,message_attachement_id,uuid,,CONTRACTED_COLUMN_MISSING
referral,referral_provider_message_attachement,message_id,uuid,,CONTRACTED_COLUMN_MISSING
referral,referral_provider_message_attachement,s3_file_metadata_id,uuid,,CONTRACTED_COLUMN_MISSING
referral,referral_provider_message_status,export_date,timestamp without time zone,,CONTRACTED_COLUMN_MISSING
referral,referral_provider_message_status,message_id,uuid,,CONTRACTED_COLUMN_MISSING
referral,referral_provider_message_status,message_read_by,character varying(100),,CONTRACTED_COLUMN_MISSING
referral,referral_provider_message_status,message_read_timestamp,timestamp without time zone,,CONTRACTED_COLUMN_MISSING
referral,referral_provider_message_status,message_status_id,uuid,,CONTRACTED_COLUMN_MISSING
referral,referral_provider_reopen_history,export_date,timestamp without time zone,,CONTRACTED_COLUMN_MISSING
referral,referral_provider_reopen_history,referral_provider_id,uuid,,CONTRACTED_COLUMN_MISSING
referral,referral_provider_reopen_history,referral_provider_reopen_history_id,bigint,,CONTRACTED_COLUMN_MISSING
referral,referral_provider_reopen_history,referral_reopen_timestamp,timestamp without time zone,,CONTRACTED_COLUMN_MISSING
referral,referral_save,export_date,timestamp without time zone,,CONTRACTED_COLUMN_MISSING
referral,referral_save,referral_id,uuid,,CONTRACTED_COLUMN_MISSING
referral,referral_save,referral_save_id,uuid,,CONTRACTED_COLUMN_MISSING
referral,referral_save,saved_by,character varying(100),,CONTRACTED_COLUMN_MISSING
referral,referral_save,saved_timestamp,timestamp without time zone,,CONTRACTED_COLUMN_MISSING
referral,referral_spot_category,export_date,timestamp without time zone,string,MATCH
referral,referral_spot_category,referral_id,uuid,string,MATCH
referral,referral_spot_category,referral_spot_category_id,bigint,string,MATCH
Bronze,referral_spot_category,spot_category,,string,UNCONTRACTED_COLUMN_ADDED
referral,referral_updates_history,export_date,timestamp without time zone,,CONTRACTED_COLUMN_MISSING
referral,referral_updates_history,isviewedbyprovider,boolean,,CONTRACTED_COLUMN_MISSING
referral,referral_updates_history,referral_provider_id,uuid,,CONTRACTED_COLUMN_MISSING
referral,referral_updates_history,referral_update_timestamp,timestamp without time zone,,CONTRACTED_COLUMN_MISSING
referral,referral_updates_history,update_id,uuid,,CONTRACTED_COLUMN_MISSING
referral,referral_view_history,export_date,timestamp without time zone,,CONTRACTED_COLUMN_MISSING
referral,referral_view_history,referral_id,uuid,,CONTRACTED_COLUMN_MISSING
referral,referral_view_history,referral_view_id,uuid,,CONTRACTED_COLUMN_MISSING
referral,referral_view_history,viewed_by,character varying(100),,CONTRACTED_COLUMN_MISSING
referral,referral_view_history,viewed_timestamp,timestamp without time zone,,CONTRACTED_COLUMN_MISSING
wmpp_users,roles,description,character varying(100),,CONTRACTED_COLUMN_MISSING
wmpp_users,roles,export_date,timestamp without time zone,,CONTRACTED_COLUMN_MISSING
wmpp_users,roles,role_id,uuid,,CONTRACTED_COLUMN_MISSING
wmpp_users,roles,role_name,character varying(50),,CONTRACTED_COLUMN_MISSING
document,s3_file_metadata,content_type,character varying(100),,CONTRACTED_COLUMN_MISSING
document,s3_file_metadata,document_name,character varying(100),,CONTRACTED_COLUMN_MISSING
document,s3_file_metadata,document_type,character varying(50),,CONTRACTED_COLUMN_MISSING
document,s3_file_metadata,expiry_data,date,,CONTRACTED_COLUMN_MISSING
document,s3_file_metadata,expiry_date,date,,CONTRACTED_COLUMN_MISSING
document,s3_file_metadata,export_date,timestamp without time zone,,CONTRACTED_COLUMN_MISSING
document,s3_file_metadata,file_name,character varying(500),,CONTRACTED_COLUMN_MISSING
document,s3_file_metadata,file_size,character varying(50),,CONTRACTED_COLUMN_MISSING
document,s3_file_metadata,home_id,uuid,,CONTRACTED_COLUMN_MISSING
document,s3_file_metadata,last_updated,date,,CONTRACTED_COLUMN_MISSING
document,s3_file_metadata,next_review_date,date,,CONTRACTED_COLUMN_MISSING
document,s3_file_metadata,object_key,character varying(500),,CONTRACTED_COLUMN_MISSING
document,s3_file_metadata,original_filename,character varying(500),,CONTRACTED_COLUMN_MISSING
document,s3_file_metadata,s3_bucket,character varying(500),,CONTRACTED_COLUMN_MISSING
document,s3_file_metadata,s3_file_metadata_id,uuid,,CONTRACTED_COLUMN_MISSING
document,s3_file_metadata,service_type,character varying(50),,CONTRACTED_COLUMN_MISSING
document,s3_file_metadata,start_date,date,,CONTRACTED_COLUMN_MISSING
document,s3_file_metadata,upload_timestamp,timestamp without time zone,,CONTRACTED_COLUMN_MISSING
provider,submission_documents,document_id,uuid,,CONTRACTED_COLUMN_MISSING
provider,submission_documents,document_name,character varying(100),,CONTRACTED_COLUMN_MISSING
provider,submission_documents,document_type,character varying(50),,CONTRACTED_COLUMN_MISSING
provider,submission_documents,expiry_date,date,,CONTRACTED_COLUMN_MISSING
provider,submission_documents,export_date,timestamp without time zone,,CONTRACTED_COLUMN_MISSING
provider,submission_documents,home_id,uuid,,CONTRACTED_COLUMN_MISSING
provider,submission_documents,last_updated,date,,CONTRACTED_COLUMN_MISSING
provider,submission_documents,next_review_date,date,,CONTRACTED_COLUMN_MISSING
provider,submission_documents,s3_file_metadata_id,uuid,,CONTRACTED_COLUMN_MISSING
provider,submission_documents,service_type,character varying(50),,CONTRACTED_COLUMN_MISSING
provider,submission_documents,start_date,date,,CONTRACTED_COLUMN_MISSING
provider,submission_documents,submission_id,uuid,,CONTRACTED_COLUMN_MISSING
offer,supervising_social_worker,email_address,character varying(255),string,MATCH
offer,supervising_social_worker,export_date,timestamp without time zone,string,MATCH
offer,supervising_social_worker,full_name,character varying(255),string,MATCH
offer,supervising_social_worker,offer_id,uuid,string,MATCH
offer,supervising_social_worker,phone_number,character varying(20),string,MATCH
offer,supervising_social_worker,social_worker_id,uuid,string,MATCH
wmpp_users,users,email,character varying(255),,CONTRACTED_COLUMN_MISSING
wmpp_users,users,export_date,timestamp without time zone,,CONTRACTED_COLUMN_MISSING
wmpp_users,users,firstname,character varying(50),,CONTRACTED_COLUMN_MISSING
wmpp_users,users,job_tile,character varying(50),,CONTRACTED_COLUMN_MISSING
wmpp_users,users,lastname,character varying(50),,CONTRACTED_COLUMN_MISSING
wmpp_users,users,local_authority_id,uuid,,CONTRACTED_COLUMN_MISSING
wmpp_users,users,local_authority_team,character varying(50),,CONTRACTED_COLUMN_MISSING
wmpp_users,users,mobile_phone,character varying(50),,CONTRACTED_COLUMN_MISSING
wmpp_users,users,office_phone,character varying(50),,CONTRACTED_COLUMN_MISSING
wmpp_users,users,personal_email,character varying(100),,CONTRACTED_COLUMN_MISSING
wmpp_users,users,provider_id,uuid,,CONTRACTED_COLUMN_MISSING
wmpp_users,users,role_id,uuid,,CONTRACTED_COLUMN_MISSING
wmpp_users,users,service_type,character varying(50),,CONTRACTED_COLUMN_MISSING
wmpp_users,users,title,character varying(10),,CONTRACTED_COLUMN_MISSING
wmpp_users,users,user_group,character varying(50),,CONTRACTED_COLUMN_MISSING
wmpp_users,users,user_id,uuid,,CONTRACTED_COLUMN_MISSING
